resource,data_set,name,org_units,frequency,report_due_day,short_name,program,report_type
/dataValueSets,Yz1PMQk1QlF,HTC Health Facility Report,"Chifunga Health Centre,Dambe Health Centre,Ligowe Dispensary,Lisungwi Community Hospital,Luwani Health Centre,Magareta Health Centre,Matandani Health Centre,Matope Health Centre,Midzemba Dispensary,Neno District Hospital,Neno Parish Health Centre,Nkula Health Centre,Nsambe Sda Health Centre,Tedzani Escom Clinic,Zalewa Dispensary",Monthly,14,htc_monthly,,aggregate
/dataValueSets,hWDsGIjs16g,IMCI Village Clinic Monthly Consolidation Report,"Chifunga Health Centre,Dambe Health Centre,Ligowe Dispensary,Lisungwi Community Hospital,Luwani Health Centre,Magareta Health Centre,Matandani Health Centre,Matope Health Centre,Midzemba Dispensary,Neno District Hospital,Neno Parish Health Centre,Nkula Health Centre,Nsambe Sda Health Centre,Zalewa Dispensary",Monthly,14,imci_monthly,,aggregate
/dataValueSets,ACmZFToDqxh,Kangaroo Mother Care Monthly Reporting Form,"Chifunga Health Centre,Dambe Health Centre,Ligowe Dispensary,Lisungwi Community Hospital,Luwani Health Centre,Magareta Health Centre,Matandani Health Centre,Matope Health Centre,Neno District Hospital,Neno Parish Health Centre,Nsambe Sda Health Centre",Monthly,14,kangaroo_monthly,,aggregate
/dataValueSets,aYZsjFwm4P9,Malaria Health Facility Report,"Chifunga Health Centre,Dambe Health Centre,Ligowe Dispensary,Lisungwi Community Hospital,Luwani Health Centre,Magareta Health Centre,Matandani Health Centre,Matope Health Centre,Midzemba Dispensary,Neno District Hospital,Neno Parish Health Centre,Nkula Health Centre,Nsambe Sda Health Centre,Tedzani Escom Clinic,Zalewa Dispensary",Monthly,14,malaria_monthly,,aggregate
/dataValueSets,U31O0OHvtuS,Maternal and Neonatal Death Report,"Chifunga Health Centre,Dambe Health Centre,Ligowe Dispensary,Lisungwi Community Hospital,Luwani Health Centre,Magareta Health Centre,Matandani Health Centre,Matope Health Centre,Neno District Hospital,Neno Parish Health Centre,Nsambe Sda Health Centre",Monthly,14,maternal_monthly,,aggregate
/dataValueSets,B0UtGNECmZW,Maternity Monthly Report,"Chifunga Health Centre,Dambe Health Centre,Ligowe Dispensary,Lisungwi Community Hospital,Luwani Health Centre,Magareta Health Centre,Matandani Health Centre,Matope Health Centre,Neno District Hospital,Neno Parish Health Centre,Nsambe Sda Health Centre",Monthly,14,maternity_monthly,,aggregate
/dataValueSets,Fdn3C7gKoju,Mental Health Facility Report,"Lisungwi Community Hospital,Neno District Hospital",Monthly,14,mental_health_monthly,,aggregate
/dataValueSets,u6Hzce4ljhO,Monthly Surveillance Report Form (IDSR),"Chifunga Health Centre,Dambe Health Centre,Ligowe Dispensary,Lisungwi Community Hospital,Luwani Health Centre,Magareta Health Centre,Matandani Health Centre,Matope Health Centre,Midzemba Dispensary,Neno District Hospital,Neno Parish Health Centre,Nkula Health Centre,Nsambe Sda Health Centre,Tedzani Escom Clinic,Zalewa Dispensary",Monthly,14,monthly_surveillance,,aggregate
/dataValueSets,Ypkc56U3ecs,NCST Monthly Report,"Chifunga Health Centre,Lisungwi Community Hospital,Luwani Health Centre,Magareta Health Centre,Matandani Health Centre,Matope Health Centre,Neno District Hospital,Nkula Health Centre,Nsambe Sda Health Centre,Zalewa Dispensary",Monthly,14,ncst_monthly,,aggregate
/dataValueSets,I6cB2WrHnNF,NRU Monthly Report,Neno District Hospital,Monthly,14,nru_monthly,,aggregate
/dataValueSets,xQUOwRouoUc,OTP Monthly Report,"Chifunga Health Centre,Dambe Health Centre,Ligowe Dispensary,Lisungwi Community Hospital,Luwani Health Centre,Magareta Health Centre,Matandani Health Centre,Matope Health Centre,Midzemba Dispensary,Neno District Hospital,Neno Parish Health Centre,Nkula Health Centre,Nsambe Sda Health Centre,Zalewa Dispensary",Monthly,14,otp_monthly,,aggregate
/dataValueSets,EzqGB7LV5SO,Ombudsman Monthly Reporting Form,"Dambe Health Centre,Ligowe Dispensary,Lisungwi Community Hospital,Neno District Hospital,Zalewa Dispensary",Monthly,14,ombudsman_monthly,,aggregate
/dataValueSets,I93JjJkJfhB,Palliative Care Monthly Reporting Form,"Chifunga Health Centre,Dambe Health Centre,Ligowe Dispensary,Lisungwi Community Hospital,Magareta Health Centre,Matope Health Centre,Midzemba Dispensary,Neno District Hospital,Nsambe Sda Health Centre",Monthly,14,palliative_monthly,,aggregate
/dataValueSets,a7bx6nhebxi,Physiotherapy Monthly Reporting Form,Neno District Hospital,Monthly,14,physiotherapy_monthly,,aggregate
/dataValueSets,mkD9UHGim8B,Post Natal Care Clinic -Facility Report,"Chifunga Health Centre,Dambe Health Centre,Ligowe Dispensary,Lisungwi Community Hospital,Luwani Health Centre,Magareta Health Centre,Matandani Health Centre,Matope Health Centre,Midzemba Dispensary,Neno District Hospital,Neno Parish Health Centre,Nkula Health Centre,Nsambe Sda Health Centre,Tedzani Escom Clinic,Zalewa Dispensary",Monthly,14,post_natal_monthly,,aggregate
/dataValueSets,JyCRZ1d9TLr,SFP Monthly Report,"Chifunga Health Centre,Dambe Health Centre,Ligowe Dispensary,Lisungwi Community Hospital,Luwani Health Centre,Magareta Health Centre,Matandani Health Centre,Matope Health Centre,Midzemba Dispensary,Neno District Hospital,Neno Parish Health Centre,Nkula Health Centre,Nsambe Sda Health Centre,Zalewa Dispensary",Monthly,14,sfp_monthly,,aggregate
/dataValueSets,ensHdPmqS5l,STI Monthly Report,"Chifunga Health Centre,Dambe Health Centre,Ligowe Dispensary,Lisungwi Community Hospital,Luwani Health Centre,Magareta Health Centre,Matandani Health Centre,Matope Health Centre,Midzemba Dispensary,Neno District Hospital,Neno Parish Health Centre,Nkula Health Centre,Nsambe Sda Health Centre,Tedzani Escom Clinic,Zalewa Dispensary",Monthly,14,sti_monthly,,aggregate
/dataValueSets,JPOW1m0J9F2,Social Behaviour Change and Communication District Monthly Reporting Form,"Chifunga Health Centre,Dambe Health Centre,Ligowe Dispensary,Lisungwi Community Hospital,Luwani Health Centre,Magareta Health Centre,Matandani Health Centre,Matope Health Centre,Midzemba Dispensary,Neno District Hospital,Neno Parish Health Centre,Nkula Health Centre,Nsambe Sda Health Centre,Zalewa Dispensary",Monthly,14,social_behaviour_monthly,,aggregate
/dataValueSets,SibrDizn3Ha,VMMC Monthly Report,"Lisungwi Community Hospital,Neno District Hospital",Monthly,14,vmmc_monthly,,aggregate
/dataValueSets,clFAnObeT24,Youth Friendly Health Services Monthly Report,"Chifunga Health Centre,Dambe Health Centre,Ligowe Dispensary,Lisungwi Community Hospital,Luwani Health Centre,Magareta Health Centre,Matandani Health Centre,Matope Health Centre,Midzemba Dispensary,Neno District Hospital,Neno Parish Health Centre,Nkula Health Centre,Nsambe Sda Health Centre,Tedzani Escom Clinic,Zalewa Dispensary",Monthly,14,youth_friendly_monthly,,aggregate
/dataValueSets,ft7wAzSPfw5,Comprehensive Abortion Care Reporting Form,"Chifunga Health Centre,Dambe Health Centre,Ligowe Dispensary,Lisungwi Community Hospital,Magareta Health Centre,Matandani Health Centre,Matope Health Centre,Neno District Hospital,Neno Parish Health Centre,Nsambe Sda Health Centre",Monthly,14,comprehensive_abortion_monthly,,aggregate
/dataValueSets,WumH0XCnHT7,Non Communicable Diseases Quarterly Reporting Form,"Lisungwi Community Hospital,Neno District Hospital",Quarterly,14,non_communicable_quarterly,,aggregate
/dataValueSets,mLAtASimykI,ART Reporting Form - Part 2,"Chifunga Health Centre,Dambe Health Centre,Ligowe Dispensary,Lisungwi Community Hospital,Luwani Health Centre,Magareta Health Centre,Matandani Health Centre,Matope Health Centre,Midzemba Dispensary,Neno District Hospital,Neno Parish Health Centre,Nkula Health Centre,Nsambe Sda Health Centre,Tedzani Escom Clinic,Zalewa Dispensary",Quarterly,25,art_quarterly,,aggregate
/dataValueSets,AtTb95TRx2Y,"TB CDE, Community, CI and KP reporting form","Chifunga Health Centre,Dambe Health Centre,Ligowe Dispensary,Lisungwi Community Hospital,Luwani Health Centre,Magareta Health Centre,Matandani Health Centre,Matope Health Centre,Midzemba Dispensary,Neno District Hospital,Neno Parish Health Centre,Nkula Health Centre,Nsambe Sda Health Centre,Zalewa Dispensary",Quarterly,25,tb_cde_quarterly,,aggregate
/dataValueSets,zhGkS89Ju5r,TB Case Findings Quarterly Report New,"Chifunga Health Centre,Dambe Health Centre,Ligowe Dispensary,Lisungwi Community Hospital,Luwani Health Centre,Magareta Health Centre,Matandani Health Centre,Matope Health Centre,Midzemba Dispensary,Neno District Hospital,Neno Parish Health Centre,Nkula Health Centre,Nsambe Sda Health Centre,Zalewa Dispensary",Quarterly,25,tb_case_findings_quarterly,,aggregate
/dataValueSets,h4POFOPbISK,TB Laboratory reporting form,"Chifunga Health Centre,Dambe Health Centre,Ligowe Dispensary,Lisungwi Community Hospital,Luwani Health Centre,Magareta Health Centre,Matandani Health Centre,Matope Health Centre,Midzemba Dispensary,Neno District Hospital,Neno Parish Health Centre,Nkula Health Centre,Nsambe Sda Health Centre,Zalewa Dispensary",Quarterly,25,tb_laboratory_quarterly,,aggregate
/dataValueSets,fOiOJU7Vt2n,TB Treatment Outcomes Quarterly reporting form New,"Chifunga Health Centre,Dambe Health Centre,Ligowe Dispensary,Lisungwi Community Hospital,Luwani Health Centre,Magareta Health Centre,Matandani Health Centre,Matope Health Centre,Midzemba Dispensary,Neno District Hospital,Neno Parish Health Centre,Nkula Health Centre,Nsambe Sda Health Centre,Zalewa Dispensary",Quarterly,25,tb_treatment_outcome_quarterly,,aggregate
/dataValueSets,OiOMthNx0Tu,TB-HIV Quarterly Reporting Form New,"Chifunga Health Centre,Dambe Health Centre,Ligowe Dispensary,Lisungwi Community Hospital,Luwani Health Centre,Magareta Health Centre,Matandani Health Centre,Matope Health Centre,Midzemba Dispensary,Neno District Hospital,Neno Parish Health Centre,Nkula Health Centre,Nsambe Sda Health Centre,Zalewa Dispensary",Quarterly,25,tb_hiv_quarterly,,aggregate
/dataValueSets,HGdtEMMmyCL,Non Communicable Diseases PEN Plus Facility Monthly Reporting Form ,"Salima District Hospital,Ntchisi District Hospital,Karonga District Hospital,Rumphi District Hospital,Mangochi District Hospital,Lisungwi Community Hospital,Neno District Hospital",Monthly,14,pen_plus_ncd_monthly,,aggregate
